"date","year","sla_code","minave","maxave","solarave","vprph09","vprph15"
"52",1995-02-21,1995,805107569,10.3000001907349,24.2199993133545,22,13.4899997711182,12.5
"53",1995-02-22,1995,805107569,9.64000034332275,27.3899993896484,18.6900005340576,14.5900001525879,12.3299999237061
"54",1995-02-23,1995,805107569,12.9300003051758,24.4899997711182,NA,14.960000038147,13.8199996948242
"55",1995-02-24,1995,805107569,14.210000038147,29.1900005340576,26.1000003814697,14.8999996185303,12.7600002288818
"56",1995-02-25,1995,805107569,10.9099998474121,31.5300006866455,26.6700000762939,12.8199996948242,10.4399995803833
"57",1995-02-26,1995,805107569,12.3400001525879,33.2000007629395,24.8299999237061,13.7299995422363,11.3100004196167
"58",1995-02-27,1995,805107569,13.1899995803833,29.6900005340576,25.1200008392334,14.3999996185303,12.3800001144409
"59",1995-02-28,1995,805107569,16.4500007629395,20.5599994659424,3.67000007629395,17.2399997711182,17.2399997711182
"60",1995-03-01,1995,805107569,14.0799999237061,21.1399993896484,21.0400009155273,11.9799995422363,13.4399995803833
"61",1995-03-02,1995,805107569,10.4399995803833,20.1000003814697,14.5,10.8000001907349,12.1499996185303
"62",1995-03-03,1995,805107569,13.3500003814697,21.0799999237061,19.5799999237061,12.8699998855591,11.6499996185303
"63",1995-03-04,1995,805107569,12,18.6900005340576,6.55999994277954,12.2200002670288,13.6499996185303
"64",1995-03-05,1995,805107569,13.7799997329712,23.8899993896484,16.9400005340576,14.1700000762939,17.2199993133545
"65",1995-03-06,1995,805107569,17.25,25.9300003051758,14.5200004577637,19.7700004577637,20.2299995422363
"66",1995-03-07,1995,805107569,16.7299995422363,25.0400009155273,20.4799995422363,17.6299991607666,14.8100004196167
"67",1995-03-08,1995,805107569,14.25,30.3500003814697,24.3400001525879,17.6700000762939,14.6300001144409
"68",1995-03-09,1995,805107569,16.0100002288818,26.9200000762939,15.9700002670288,16.2099990844727,15.789999961853
"69",1995-03-10,1995,805107569,9.92000007629395,23.2000007629395,24.8899993896484,10.3800001144409,10.9499998092651
"70",1995-03-11,1995,805107569,7.75,23.6000003814697,22.6000003814697,12.0299997329712,11.4899997711182
"71",1995-03-12,1995,805107569,7.73999977111816,25.6599998474121,24.2700004577637,13.0100002288818,9.10000038146973
"72",1995-03-13,1995,805107569,4.90000009536743,22.1200008392334,24.9699993133545,6.73000001907349,7.44000005722046
"73",1995-03-14,1995,805107569,2.67000007629395,25.9799995422363,NA,9.53999996185303,6.6100001335144
"74",1995-03-15,1995,805107569,10.1099996566772,22.0300006866455,20.9599990844727,12.0200004577637,9.01000022888184
"75",1995-03-16,1995,805107569,8.55000019073486,21.8199996948242,21.4099998474121,10.039999961853,10.1999998092651
"76",1995-03-17,1995,805107569,7.80000019073486,26.0200004577637,20.2800006866455,11.9300003051758,10.0900001525879
"77",1995-03-18,1995,805107569,10.3500003814697,25.0699996948242,22.1499996185303,6.65999984741211,7.71000003814697
"78",1995-03-19,1995,805107569,10.9399995803833,21.1499996185303,13.960000038147,9.53999996185303,8.4399995803833
"79",1995-03-20,1995,805107569,5.21999979019165,24.1800003051758,22.5799999237061,10.75,8.39999961853027
"80",1995-03-21,1995,805107569,5.73000001907349,26.5599994659424,22.7299995422363,9.0600004196167,8.3100004196167
"81",1995-03-22,1995,805107569,8.52000045776367,25.4099998474121,21.9899997711182,12.5299997329712,11.039999961853
"82",1995-03-23,1995,805107569,10.1800003051758,25.5100002288818,21.2600002288818,13.2299995422363,7.92999982833862
"83",1995-03-24,1995,805107569,12.3199996948242,23.6000003814697,21.3299999237061,10.3800001144409,8.43000030517578
"84",1995-03-25,1995,805107569,5.78000020980835,19.7099990844727,22.0100002288818,7.78999996185303,7.6100001335144
"85",1995-03-26,1995,805107569,8.22000026702881,21.7299995422363,13.8900003433228,11.5600004196167,11.6899995803833
"86",1995-03-27,1995,805107569,6.73999977111816,22.5499992370605,21.25,10.3299999237061,8.42000007629395
"87",1995-03-28,1995,805107569,10.9799995422363,20.75,16.5300006866455,11.7299995422363,6.59999990463257
"88",1995-03-29,1995,805107569,5.71000003814697,18.5900001525879,14.6700000762939,10.0699996948242,7.76999998092651
"89",1995-03-30,1995,805107569,3.20000004768372,21.2800006866455,19.75,8.85999965667725,7.73000001907349
"90",1995-03-31,1995,805107569,10.1800003051758,15.75,14.3000001907349,7.44999980926514,8.36999988555908
"91",1995-04-01,1995,805107569,-0.349999994039536,16.25,20.5799999237061,6.48000001907349,5.17999982833862
"92",1995-04-02,1995,805107569,5.17000007629395,17.5799999237061,13.5600004196167,6.80999994277954,8.5600004196167
"93",1995-04-03,1995,805107569,-0.349999994039536,19.1399993896484,20.0200004577637,7.25,6.19999980926514
"94",1995-04-04,1995,805107569,2.45000004768372,21.5799999237061,19.6100006103516,9,6.90000009536743
"95",1995-04-05,1995,805107569,8.17000007629395,17.4500007629395,9.98999977111816,9.15999984741211,8.47999954223633
"96",1995-04-06,1995,805107569,1.5,16.0100002288818,18.1700000762939,7.34999990463257,6.19000005722046
"97",1995-04-07,1995,805107569,5.92999982833862,9.65999984741211,16.6100006103516,5.80999994277954,5.40000009536743
"98",1995-04-08,1995,805107569,2.34999990463257,11.6300001144409,13.5200004577637,6.55999994277954,8.85999965667725
"99",1995-04-09,1995,805107569,2.53999996185303,13.3800001144409,12.1199998855591,6.73000001907349,7.8899998664856
"100",1995-04-10,1995,805107569,6.17000007629395,13.3400001525879,12.9200000762939,6.6399998664856,7.15999984741211
"101",1995-04-11,1995,805107569,6.42999982833862,19.2800006866455,17.9899997711182,8.30000019073486,8.17000007629395
"102",1995-04-12,1995,805107569,2.75999999046326,19.3700008392334,17.2000007629395,8.89000034332275,8.25
"103",1995-04-13,1995,805107569,4.8899998664856,18.4899997711182,16.3099994659424,9.64000034332275,9.22999954223633
"104",1995-04-14,1995,805107569,8.51000022888184,16.8199996948242,11.3500003814697,10.1800003051758,10.6300001144409
"105",1995-04-15,1995,805107569,8.64999961853027,18.9400005340576,6.96000003814697,11.6700000762939,11.8400001525879
"106",1995-04-16,1995,805107569,11.6899995803833,20.3099994659424,8.96000003814697,13.2399997711182,13.3100004196167
"107",1995-04-17,1995,805107569,6.98999977111816,12.0299997329712,12.1099996566772,7.17999982833862,8.32999992370605
"108",1995-04-18,1995,805107569,5.76000022888184,18.1100006103516,17.0699996948242,10.1400003433228,7.96999979019165
"109",1995-04-19,1995,805107569,8.39000034332275,17.2299995422363,16.4500007629395,7.42999982833862,6.96999979019165
"110",1995-04-20,1995,805107569,1.12000000476837,16.6399993896484,16.7399997711182,7.84999990463257,5.76000022888184
"111",1995-04-21,1995,805107569,-0.189999997615814,17.9400005340576,NA,7.48999977111816,7.26000022888184
"112",1995-04-22,1995,805107569,3.44000005722046,19.6499996185303,16.2000007629395,9.4399995803833,8.60000038146973
"113",1995-04-23,1995,805107569,3.58999991416931,19.4899997711182,12.710000038147,9.35999965667725,8.0600004196167
"114",1995-04-24,1995,805107569,7.88000011444092,19.2199993133545,14.7799997329712,8.27000045776367,7.80000019073486
"115",1995-04-25,1995,805107569,2.75,18.7299995422363,15.2799997329712,8.90999984741211,7.03000020980835
"116",1995-04-26,1995,805107569,1.10000002384186,20.7700004577637,NA,7.94999980926514,8.13000011444092
"117",1995-04-27,1995,805107569,5.26000022888184,17.6299991607666,NA,10.1899995803833,10.5600004196167
"118",1995-04-28,1995,805107569,9.77999973297119,21.5100002288818,NA,11.4899997711182,9.90999984741211
"119",1995-04-29,1995,805107569,4.44999980926514,23.0499992370605,13.0600004196167,9.85999965667725,10.4300003051758
"120",1995-04-30,1995,805107569,6.67000007629395,21.8799991607666,10.0600004196167,10.3500003814697,10.8199996948242
"121",1995-05-01,1995,805107569,12.5100002288818,16.1599998474121,3.60999989509583,15.0900001525879,15.0600004196167
"122",1995-05-02,1995,805107569,14.0200004577637,17.2999992370605,4.75,15.7399997711182,15.7200002670288
"123",1995-05-03,1995,805107569,11.9099998474121,17.6000003814697,10.6199998855591,13.1099996566772,10.1199998855591
"124",1995-05-04,1995,805107569,6.3899998664856,12.9099998474121,10.960000038147,10.1000003814697,8.53999996185303
"125",1995-05-05,1995,805107569,5.59999990463257,14.4700002670288,11.7399997711182,8.14000034332275,7.84000015258789
"126",1995-05-06,1995,805107569,3.27999997138977,15.9899997711182,13.3900003433228,8.68000030517578,8.69999980926514
"127",1995-05-07,1995,805107569,5.69000005722046,15.4200000762939,10.9399995803833,9.42000007629395,10.8400001525879
"128",1995-05-08,1995,805107569,7.17999982833862,14.7299995422363,8.43000030517578,9.05000019073486,8.5
"129",1995-05-09,1995,805107569,7.36999988555908,16.7399997711182,11.960000038147,8.67000007629395,9.69999980926514
"130",1995-05-10,1995,805107569,9.4399995803833,15.460000038147,4.86999988555908,11.4200000762939,12.4499998092651
"131",1995-05-11,1995,805107569,9.69999980926514,17.9500007629395,NA,12.5,13.1000003814697
"132",1995-05-12,1995,805107569,11.5799999237061,19.6299991607666,NA,14.0500001907349,14.3199996948242
"133",1995-05-13,1995,805107569,13.2399997711182,19.1900005340576,0.490000009536743,14.4099998474121,15.0900001525879
"134",1995-05-14,1995,805107569,11.1700000762939,15.9700002670288,7.73999977111816,11.3199996948242,10.7700004577637
"135",1995-05-15,1995,805107569,5.01999998092651,14.9200000762939,13.0600004196167,8.60000038146973,8.39000034332275
"136",1995-05-16,1995,805107569,2.22000002861023,15.7600002288818,10.5200004577637,8.51000022888184,9.81999969482422
"137",1995-05-17,1995,805107569,7.67999982833862,12.8999996185303,0.170000001788139,11.4200000762939,11.5
"138",1995-05-18,1995,805107569,10.6899995803833,15.1199998855591,NA,11.0500001907349,11.960000038147
"139",1995-05-19,1995,805107569,5.3600001335144,17.1000003814697,6.3600001335144,10.4799995422363,10.1400003433228
"140",1995-05-20,1995,805107569,4.92999982833862,14.4200000762939,NA,8.94999980926514,8.32999992370605
"141",1995-05-21,1995,805107569,6.1100001335144,15.7799997329712,NA,8.63000011444092,9.47999954223633
"142",1995-05-22,1995,805107569,5.26999998092651,15.0699996948242,NA,9.21000003814697,8.97000026702881
"143",1995-05-23,1995,805107569,3.00999999046326,13.9899997711182,NA,8.38000011444092,8.89000034332275
"144",1995-05-24,1995,805107569,6.26999998092651,16.0100002288818,10.4499998092651,9.55000019073486,10.0699996948242
"145",1995-05-25,1995,805107569,9.25,13.4499998092651,NA,11.9700002670288,8.76000022888184
"146",1995-05-26,1995,805107569,6.94000005722046,11.0100002288818,7.82999992370605,9.63000011444092,8.71000003814697
"147",1995-05-27,1995,805107569,4.44000005722046,10.5799999237061,11.5500001907349,6.11999988555908,6.44999980926514
"148",1995-05-28,1995,805107569,3.1800000667572,13.9200000762939,9.57999992370605,8.86999988555908,9.19999980926514
"149",1995-05-29,1995,805107569,3.50999999046326,12.5699996948242,8.94999980926514,8.81999969482422,8.72000026702881
"150",1995-05-30,1995,805107569,3.08999991416931,11.8400001525879,6.82000017166138,7.96000003814697,9.55000019073486
"151",1995-05-31,1995,805107569,3.15000009536743,15.1700000762939,10.460000038147,8.02999973297119,9.72999954223633
"152",1995-06-01,1995,805107569,4.38000011444092,13.9499998092651,7.65000009536743,9.53999996185303,8.61999988555908
"153",1995-06-02,1995,805107569,4.30000019073486,13.2799997329712,8.17000007629395,8.35000038146973,8.90999984741211
"154",1995-06-03,1995,805107569,4.42000007629395,12.5699996948242,4.90999984741211,8.73999977111816,8.81999969482422
"155",1995-06-04,1995,805107569,4.53000020980835,11.8699998855591,7.13000011444092,8.43000030517578,7.73999977111816
"156",1995-06-05,1995,805107569,2.20000004768372,12.4899997711182,8.88000011444092,7.57999992370605,7.1399998664856
"157",1995-06-06,1995,805107569,1.58000004291534,13.2299995422363,6.03000020980835,7.71999979019165,9.67000007629395
"158",1995-06-07,1995,805107569,4.23000001907349,13.5900001525879,2.49000000953674,10.9799995422363,11.6700000762939
"159",1995-06-08,1995,805107569,8.10999965667725,16.3199996948242,5.46000003814697,11.9399995803833,13.3800001144409
"160",1995-06-09,1995,805107569,12.9700002670288,18.4099998474121,7.57999992370605,13.8699998855591,12.7299995422363
"161",1995-06-10,1995,805107569,10.4899997711182,11.3800001144409,1.30999994277954,10.9300003051758,10.710000038147
"162",1995-06-11,1995,805107569,7.21000003814697,10.1599998474121,NA,8.90999984741211,8.52000045776367
"163",1995-06-12,1995,805107569,5.01999998092651,10.6199998855591,NA,8.1899995803833,7.15999984741211
"164",1995-06-13,1995,805107569,1.55999994277954,11.0900001525879,NA,7.1100001335144,7.17999982833862
"165",1995-06-14,1995,805107569,2.95000004768372,10.3900003433228,8.18000030517578,7.67000007629395,7.48999977111816
"166",1995-06-15,1995,805107569,1.79999995231628,7.67999982833862,3.17000007629395,7.51000022888184,8.14000034332275
"167",1995-06-16,1995,805107569,4.28999996185303,11.710000038147,NA,7.25,7.34999990463257
"168",1995-06-17,1995,805107569,1.5,8.09000015258789,NA,6.44999980926514,4.42000007629395
"169",1995-06-18,1995,805107569,-0.75,10.2200002670288,9.96000003814697,4.92999982833862,6.8600001335144
"170",1995-06-19,1995,805107569,0.610000014305115,11.8900003433228,9.85000038146973,6.84000015258789,7.13000011444092
"171",1995-06-20,1995,805107569,-2.26999998092651,10.8699998855591,10.4799995422363,5.42999982833862,7.65000009536743
"172",1995-06-21,1995,805107569,-1.62000000476837,8.40999984741211,10.6999998092651,4.86999988555908,4.30999994277954
"173",1995-06-22,1995,805107569,-2.41000008583069,10.3800001144409,10.3000001907349,5.53999996185303,6.3899998664856
"174",1995-06-23,1995,805107569,-3.46000003814697,10.3800001144409,5.82000017166138,5.36999988555908,7.05999994277954
"175",1995-06-24,1995,805107569,-3.20000004768372,11.0200004577637,10.0500001907349,5.17000007629395,7.28000020980835
"176",1995-06-25,1995,805107569,-0.829999983310699,12.1099996566772,2.9300000667572,6.96999979019165,7.82999992370605
"177",1995-06-26,1995,805107569,5.65000009536743,13.289999961853,7.90999984741211,7.8600001335144,8.14000034332275
"178",1995-06-27,1995,805107569,2.86999988555908,12.8199996948242,NA,10.6300001144409,8.27999973297119
"179",1995-06-28,1995,805107569,0.259999990463257,9.38000011444092,NA,6.21000003814697,5.98000001907349
"180",1995-06-29,1995,805107569,3.99000000953674,8.02999973297119,6.40999984741211,7.67999982833862,5.42000007629395
"181",1995-06-30,1995,805107569,3.46000003814697,9.02999973297119,5.76000022888184,7.42999982833862,7.23000001907349
"182",1995-07-01,1995,805107569,4.05000019073486,8.34000015258789,9.6899995803833,6.76999998092651,6.92999982833862
"183",1995-07-02,1995,805107569,4,9.5600004196167,8.72999954223633,6.67000007629395,6.32999992370605
"184",1995-07-03,1995,805107569,4.71999979019165,9.85000038146973,6.21000003814697,8.39999961853027,9.35000038146973
"185",1995-07-04,1995,805107569,-1.33000004291534,9.51000022888184,NA,5.86999988555908,6.26999998092651
"186",1995-07-05,1995,805107569,-2.46000003814697,6.65999984741211,6.65999984741211,5.53000020980835,6
"187",1995-07-06,1995,805107569,-1.25,9.38000011444092,9.13000011444092,5.23999977111816,6.96000003814697
"188",1995-07-07,1995,805107569,-0.230000004172325,10.1400003433228,8.51000022888184,6.17999982833862,7.42000007629395
"189",1995-07-08,1995,805107569,-2.78999996185303,9.06999969482422,10.4799995422363,5.17999982833862,6.80999994277954
"190",1995-07-09,1995,805107569,-2.44000005722046,6.38000011444092,7.51000022888184,5.40000009536743,6.23000001907349
"191",1995-07-10,1995,805107569,-2.5,7.01000022888184,8.88000011444092,5.3600001335144,5.84000015258789
"192",1995-07-11,1995,805107569,-0.759999990463257,8.93000030517578,2.74000000953674,6.90999984741211,7.23000001907349
"193",1995-07-12,1995,805107569,4.65999984741211,9.43000030517578,NA,8.17000007629395,7.98000001907349
"194",1995-07-13,1995,805107569,3.98000001907349,10.789999961853,NA,8.72000026702881,10.6000003814697
"195",1995-07-14,1995,805107569,5.25,9.71000003814697,NA,7.05000019073486,6.53000020980835
"196",1995-07-15,1995,805107569,5.42000007629395,9.28999996185303,9.27000045776367,6.34000015258789,6.03999996185303
"197",1995-07-16,1995,805107569,3.05999994277954,11.3100004196167,8.85999965667725,8.15999984741211,8.43000030517578
"198",1995-07-17,1995,805107569,6,9.64999961853027,NA,9.40999984741211,10.1199998855591
"199",1995-07-18,1995,805107569,5.55000019073486,9.39000034332275,NA,7.53000020980835,6.82000017166138
"200",1995-07-19,1995,805107569,3.53999996185303,8.47999954223633,9.94999980926514,6.17000007629395,6.76999998092651
"201",1995-07-20,1995,805107569,-1.89999997615814,10.0500001907349,NA,5.61999988555908,6.82999992370605
"202",1995-07-21,1995,805107569,-2.01999998092651,7.67000007629395,6.46999979019165,5.57000017166138,6.67000007629395
"203",1995-07-22,1995,805107569,0.409999996423721,11.3100004196167,8.86999988555908,6.34999990463257,6.96000003814697
"204",1995-07-23,1995,805107569,4.07000017166138,10.6999998092651,7.67999982833862,8.8100004196167,8.5600004196167
"205",1995-07-24,1995,805107569,2.57999992370605,10.8699998855591,NA,7.80999994277954,7.19999980926514
"206",1995-07-25,1995,805107569,-1.24000000953674,8.68000030517578,6.98999977111816,6.19999980926514,7.01000022888184
"207",1995-07-26,1995,805107569,0.280000001192093,11.1499996185303,NA,6.01000022888184,5.65999984741211
"208",1995-07-27,1995,805107569,1.08000004291534,8.38000011444092,5.42000007629395,7.42000007629395,8.46000003814697
"209",1995-07-28,1995,805107569,1.26999998092651,10.4799995422363,NA,7.3899998664856,7.32999992370605
"210",1995-07-29,1995,805107569,2.69000005722046,8.26000022888184,13.1599998474121,6.78000020980835,6.32000017166138
"211",1995-07-30,1995,805107569,1.51999998092651,8.01000022888184,8.96000003814697,6.67999982833862,6.94999980926514
"212",1995-07-31,1995,805107569,-0.379999995231628,9.05000019073486,7.98000001907349,6.84000015258789,7.6399998664856
"213",1995-08-01,1995,805107569,1.8400000333786,10.2600002288818,NA,6.6399998664856,6.26000022888184
"214",1995-08-02,1995,805107569,3.32999992370605,8.47999954223633,9.31999969482422,7.30999994277954,7.57999992370605
"215",1995-08-03,1995,805107569,0.409999996423721,7.61999988555908,NA,5.78999996185303,5.15999984741211
"216",1995-08-04,1995,805107569,1.61000001430511,10.6999998092651,13.3000001907349,7.73000001907349,6.42000007629395
"217",1995-08-05,1995,805107569,-1.27999997138977,8.5600004196167,8.84000015258789,6.17000007629395,7.57999992370605
"218",1995-08-06,1995,805107569,1.72000002861023,8.31999969482422,12.5500001907349,5.69999980926514,5.46999979019165
"219",1995-08-07,1995,805107569,1.23000001907349,9.02000045776367,NA,6,5.94000005722046
"220",1995-08-08,1995,805107569,-2.65000009536743,10.4200000762939,13.8000001907349,5.6100001335144,5.28000020980835
"221",1995-08-09,1995,805107569,-3.6800000667572,10.5600004196167,NA,4.67999982833862,5.01999998092651
"222",1995-08-10,1995,805107569,-3.71000003814697,11.8599996566772,14.8400001525879,5.19000005722046,6.26000022888184
"223",1995-08-11,1995,805107569,-2.69000005722046,13.6899995803833,NA,5.6100001335144,6.57999992370605
"224",1995-08-12,1995,805107569,-3.77999997138977,14.1599998474121,14.8699998855591,5.09999990463257,4.6399998664856
"225",1995-08-13,1995,805107569,-2.07999992370605,14.0699996948242,15.2399997711182,5.15000009536743,4.94999980926514
"226",1995-08-14,1995,805107569,-3.97000002861023,15.0799999237061,15.1899995803833,4.6399998664856,6.07000017166138
"227",1995-08-15,1995,805107569,-2.14000010490417,16.1700000762939,NA,5.92999982833862,7.13000011444092
"228",1995-08-16,1995,805107569,-0.409999996423721,16.25,8.52999973297119,7.59999990463257,8.89999961853027
"229",1995-08-17,1995,805107569,5.80999994277954,18.6000003814697,NA,8.64000034332275,8.11999988555908
"230",1995-08-18,1995,805107569,9.36999988555908,20.3899993896484,15.1800003051758,9.27000045776367,8.1899995803833
"231",1995-08-19,1995,805107569,1.21000003814697,19.4099998474121,15.789999961853,7.94000005722046,8.26000022888184
"232",1995-08-20,1995,805107569,2.14000010490417,21.1599998474121,16.0699996948242,8.89000034332275,10.6999998092651
"233",1995-08-21,1995,805107569,7.05000019073486,18.5300006866455,NA,11.3599996566772,13.5600004196167
"234",1995-08-22,1995,805107569,7.05000019073486,17.5200004577637,15.6599998474121,11.5500001907349,10.8100004196167
"235",1995-08-23,1995,805107569,6.15000009536743,19.9300003051758,16.4300003051758,10.0299997329712,9.89000034332275
"236",1995-08-24,1995,805107569,3.26999998092651,17.1700000762939,13.6000003814697,9.3100004196167,9.75
"237",1995-08-25,1995,805107569,2.61999988555908,22.2700004577637,NA,9.90999984741211,12.0100002288818
"238",1995-08-26,1995,805107569,7.23999977111816,21.3899993896484,16.1299991607666,11.6999998092651,13.1099996566772
"239",1995-08-27,1995,805107569,8.64000034332275,17.8899993896484,17.0699996948242,7.65000009536743,7.30999994277954
"240",1995-08-28,1995,805107569,5.55000019073486,15.3599996566772,16.1599998474121,7.96000003814697,8.92000007629395
"241",1995-08-29,1995,805107569,-0.180000007152557,18.0900001525879,NA,7.11999988555908,6.53000020980835
"242",1995-08-30,1995,805107569,3.27999997138977,21.0499992370605,17.0300006866455,6.26999998092651,7.17999982833862
"243",1995-08-31,1995,805107569,8.69999980926514,19.75,NA,8.94999980926514,10.2200002670288
"244",1995-09-01,1995,805107569,5.44999980926514,13.2200002670288,18.6499996185303,7.84999990463257,5.80000019073486
"245",1995-09-02,1995,805107569,-0.430000007152557,12.0500001907349,7.30000019073486,8.02999973297119,8.72000026702881
"246",1995-09-03,1995,805107569,5.25,14.1899995803833,13.0699996948242,10.1499996185303,9.42000007629395
"247",1995-09-04,1995,805107569,5.03999996185303,14.7799997329712,NA,6.69000005722046,7.21000003814697
"248",1995-09-05,1995,805107569,4,10.0600004196167,17.1499996185303,5.44000005722046,4.01999998092651
"249",1995-09-06,1995,805107569,-2.78999996185303,9.81999969482422,18.1499996185303,4.82000017166138,4.75
"250",1995-09-07,1995,805107569,-2.82999992370605,11.1800003051758,19.3600006103516,4.6399998664856,4.55999994277954
"251",1995-09-08,1995,805107569,-1.72000002861023,12.0299997329712,17.7099990844727,6.55000019073486,5.01999998092651
"252",1995-09-09,1995,805107569,3.34999990463257,15.789999961853,19.2800006866455,7.63000011444092,6.98000001907349
